メシウマスポット

タイトル,メモ,URL,タグ,コメント
函館牛乳 あいす118 函館酪農公社,ソフトクリームめちゃうま。冬はお休み。,https://www.google.com/maps/place/%E5%87%BD%E9%A4%A8%E7%89%9B%E4%B9%B3+%E3%81%82%E3%81%84%E3%81%99118+%E5%87%BD%E9%A4%A8%E9%85%AA%E8%BE%B2%E5%85%AC%E7%A4%BE/data=!4m2!3m1!1s0x5f9e8ad560be2a31:0x74dbd5f158b36383,,
めんよう亭 六条店,生肉ラムがめちゃくちゃ美味い by Santa,https://www.google.com/maps/place/%E3%82%81%E3%82%93%E3%82%88%E3%81%86%E4%BA%AD+%E5%85%AD%E6%9D%A1%E5%BA%97/data=!4m2!3m1!1s0x5f0b2985dea5cd21:0xbf8668fc41a7621d,,
だるま なんば本店,大阪で串カツ食べるならだるま！ by Santa,https://www.google.com/maps/place/%E3%81%A0%E3%82%8B%E3%81%BE+%E3%81%AA%E3%82%93%E3%81%B0%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6000e714a3285def:0x7c7e7c35a907c927,,
エゾバルバンバン大通店,,https://www.google.com/maps/place/%E3%82%A8%E3%82%BE%E3%83%90%E3%83%AB%E3%83%90%E3%83%B3%E3%83%90%E3%83%B3%E5%A4%A7%E9%80%9A%E5%BA%97/data=!4m2!3m1!1s0x5f0b298365c24bc7:0x6cbdde5b9d56bee6,,
銀座天龍 本店,,https://www.google.com/maps/place/%E9%8A%80%E5%BA%A7%E5%A4%A9%E9%BE%8D+%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188be4730d60f7:0x93a071dddc37db89,,
Mintei,Sip下北バイブル町中華(らしい) 開発で立退要請が来てるけどまだ居座ってる,https://www.google.com/maps/place/Mintei/data=!4m2!3m1!1s0x6018f36a69d791f7:0x47ba546f42fe166e,,
いざかや ほしぐみ 新館,"美味しい居酒屋
柚子胡椒トーストと煮込みとレバーなんちゃらが美味しい。割とラストオーダー過ぎてダラダラ飲んでたけど、もう一杯大丈夫ですよと定員さんが言ってくれるくらい優しい。
土日は混んでそう",https://www.google.com/maps/place/%E3%81%84%E3%81%96%E3%81%8B%E3%82%84+%E3%81%BB%E3%81%97%E3%81%90%E3%81%BF+%E6%96%B0%E9%A4%A8/data=!4m2!3m1!1s0x6018f5b344ce631f:0x1444e879cffc7da4,,
カフェマーリー,全部白い内装のパン屋さん 人の雰囲気がよい,https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7%E3%83%9E%E3%83%BC%E3%83%AA%E3%83%BC/data=!4m2!3m1!1s0x353dd1fb64a01495:0x7097bc293ba2dc7e,,
魚standard（スタンダード）,海鮮料理がうまい。しらす系と藁焼き系は頼むべし。,https://www.google.com/maps/place/%E9%AD%9Astandard%EF%BC%88%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%80%E3%83%BC%E3%83%89%EF%BC%89/data=!4m2!3m1!1s0x354497994619e053:0x4c15611c37b2bc74,,
,都内に色々店舗があるスープカレー屋．吉祥寺の店舗は湯本さんが推してた．,https://www.google.com/maps/place//data=!4m2!3m1!1s0x6018f314ca62ae65:0x6b2248a198f8f7ed,,
アルスノーバ,マスターの言葉は心に刺さるが飲み物は甘い by Santa,https://www.google.com/maps/place/%E3%82%A2%E3%83%AB%E3%82%B9%E3%83%8E%E3%83%BC%E3%83%90/data=!4m2!3m1!1s0x601851148d3aa411:0x62222b2b6fb92f64,,
煉瓦亭,明治誕生オムライスが一般的なオムライスで，元祖オムライスは風変わりなオムライス．説明を聞いたけど元祖オムライスも美味しそう．by Santa,https://www.google.com/maps/place/%E7%85%89%E7%93%A6%E4%BA%AD/data=!4m2!3m1!1s0x60188be424d9019f:0x468bc7274fef4c56,,
きむら,丼がとても美味しい．混んでて提供まで時間がかかるけどもとても良い．by Santa,https://www.google.com/maps/place/%E3%81%8D%E3%82%80%E3%82%89/data=!4m2!3m1!1s0x60184ee6b2a93e15:0x8fd1471f38ce366f,,
Another8,クラフトビールと日本酒,https://www.google.com/maps/place/Another8/data=!4m2!3m1!1s0x60188b18e8f724a7:0x8ca811d56b1f1eb2,,
麺屋 秀ちゃん,こってり系うまいとんこつ,https://www.google.com/maps/place/%E9%BA%BA%E5%B1%8B+%E7%A7%80%E3%81%A1%E3%82%83%E3%82%93/data=!4m2!3m1!1s0x353e74d82f7487bb:0xe573f4f16734fa67,,
麺喰 ヴァリー,こばやしゆうがおすすめの創作ラーメン屋、もうすぐ閉まるらしいので気になったら早めに行った方がいい by simom,https://www.google.com/maps/place/%E9%BA%BA%E5%96%B0+%E3%83%B4%E3%82%A1%E3%83%AA%E3%83%BC/data=!4m2!3m1!1s0x60184e0038100645:0xeac5c975ede13c0a,,
ホルモン コウ,Twitterで見た。行きたい,https://www.google.com/maps/place/%E3%83%9B%E3%83%AB%E3%83%A2%E3%83%B3+%E3%82%B3%E3%82%A6/data=!4m2!3m1!1s0x6018ed3edb1c735d:0x90a07dc59757c314,,
ビストロリヨン,,https://www.google.com/maps/place/%E3%83%93%E3%82%B9%E3%83%88%E3%83%AD%E3%83%AA%E3%83%A8%E3%83%B3/data=!4m2!3m1!1s0x60188f1d76f18cbb:0x5d974afe1f5cc8a8,,
骨付鳥 蘭丸,雛鳥がおいしい,https://www.google.com/maps/place/%E9%AA%A8%E4%BB%98%E9%B3%A5+%E8%98%AD%E4%B8%B8/data=!4m2!3m1!1s0x3553eb84edbc9a9f:0xd5802dbe63eab5b2,,
トラットリア エ ピッツェリア ラルテ,ランチでピザを食べに行った。小食カップルなのでピザ2枚は多かったので注意。,https://www.google.com/maps/place/%E3%83%88%E3%83%A9%E3%83%83%E3%83%88%E3%83%AA%E3%82%A2+%E3%82%A8+%E3%83%94%E3%83%83%E3%83%84%E3%82%A7%E3%83%AA%E3%82%A2+%E3%83%A9%E3%83%AB%E3%83%86/data=!4m2!3m1!1s0x6018f4a23b9abf83:0x3880e8767d349616,,
キッチン パンチ,昼しか営業してない洋食屋．オムライスが美味しい．by Santa,https://www.google.com/maps/place/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3+%E3%83%91%E3%83%B3%E3%83%81/data=!4m2!3m1!1s0x60188b485406c3b1:0x2c8f9f6ad4d25c65,,
リゾートインヤマイチ,きれいなペンション．飯がとにかくうまい．お土産にとっから味噌もぜひ…,https://www.google.com/maps/place/%E3%83%AA%E3%82%BE%E3%83%BC%E3%83%88%E3%82%A4%E3%83%B3%E3%83%A4%E3%83%9E%E3%82%A4%E3%83%81/data=!4m2!3m1!1s0x5ff7ccddb4869b0d:0x1296c9d5fa86b4a7,,
豚とバラの日々,レタス、ネギ、オクラが美味しかった。ただ駅反対側の酒羅場の方が全てにおいて上ではあると思う。,https://www.google.com/maps/place/%E8%B1%9A%E3%81%A8%E3%83%90%E3%83%A9%E3%81%AE%E6%97%A5%E3%80%85/data=!4m2!3m1!1s0x6018f49fe9947dc1:0x8d9704ac26b92964,,
牛たん 萃萃(すいすい),孤独のグルメ,https://www.google.com/maps/place/%E7%89%9B%E3%81%9F%E3%82%93+%E8%90%83%E8%90%83(%E3%81%99%E3%81%84%E3%81%99%E3%81%84)/data=!4m2!3m1!1s0x5f8987fd8e9a62d9:0xc48ac9f1be0db28c,,
あつた蓬莱軒 本店,定番。美味しいけど高くて総じてそこまで満足感なかった(),https://www.google.com/maps/place/%E3%81%82%E3%81%A4%E3%81%9F%E8%93%AC%E8%8E%B1%E8%BB%92+%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60037a1f59111225:0xdfdb07cec1b190d6,,
ちりばり,,https://www.google.com/maps/place/%E3%81%A1%E3%82%8A%E3%81%B0%E3%82%8A/data=!4m2!3m1!1s0x60188ae50d52614f:0xcfa78c510321e82d,,
煮野菜 おにかい,五十松の系列だか姉妹店だか、とにかく五十松と同じように美味しい。,https://www.google.com/maps/place/%E7%85%AE%E9%87%8E%E8%8F%9C+%E3%81%8A%E3%81%AB%E3%81%8B%E3%81%84/data=!4m2!3m1!1s0x60010895151a12cb:0x27e51778b390a87e,,
定食めし屋,,https://www.google.com/maps/place/%E5%AE%9A%E9%A3%9F%E3%82%81%E3%81%97%E5%B1%8B/data=!4m2!3m1!1s0x5f0b29b1b96d89f7:0x3dc773ad6b1af494,,
創作郷土料理の店 菊富士,りんごのかき揚げがうまい,https://www.google.com/maps/place/%E5%89%B5%E4%BD%9C%E9%83%B7%E5%9C%9F%E6%96%99%E7%90%86%E3%81%AE%E5%BA%97+%E8%8F%8A%E5%AF%8C%E5%A3%AB/data=!4m2!3m1!1s0x5f9b01eeb327b9db:0x5168ec9eba40ebc2,,
Risotteria.GAKU hiragishi(リゾッテリア ガク ヒラギシ),,https://www.google.com/maps/place/Risotteria.GAKU+hiragishi(%E3%83%AA%E3%82%BE%E3%83%83%E3%83%86%E3%83%AA%E3%82%A2+%E3%82%AC%E3%82%AF+%E3%83%92%E3%83%A9%E3%82%AE%E3%82%B7)/data=!4m2!3m1!1s0x5f0b2a391810d10b:0x37d3c0d5d7756140,,
シックスコーヒー＆チョコレート,,https://www.google.com/maps/place/%E3%82%B7%E3%83%83%E3%82%AF%E3%82%B9%E3%82%B3%E3%83%BC%E3%83%92%E3%83%BC%EF%BC%86%E3%83%81%E3%83%A7%E3%82%B3%E3%83%AC%E3%83%BC%E3%83%88/data=!4m2!3m1!1s0x5f752b39ac1eab77:0x2aef99c310b6c9ed,,
もつしげ野毛小路,あきほさんオススメ,https://www.google.com/maps/place/%E3%82%82%E3%81%A4%E3%81%97%E3%81%92%E9%87%8E%E6%AF%9B%E5%B0%8F%E8%B7%AF/data=!4m2!3m1!1s0x60185c5fe53162a7:0xf5cf582e4bd36af8,,
にくしん 平尾本店,anno labおすすめ,https://www.google.com/maps/place/%E3%81%AB%E3%81%8F%E3%81%97%E3%82%93+%E5%B9%B3%E5%B0%BE%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x35419176d9723ae9:0x19f9c0ec88752ae4,,
千里飯店,美味しい町中華　タバコ吸える,https://www.google.com/maps/place/%E5%8D%83%E9%87%8C%E9%A3%AF%E5%BA%97/data=!4m2!3m1!1s0x60184fcb1f032229:0x9e3fc7b54dd6d840,,
七番,600円で定食やカツカレー、チャーハンが食べられる。,https://www.google.com/maps/place/%E4%B8%83%E7%95%AA/data=!4m2!3m1!1s0x60188b7a41393fad:0x4aa52012335b8af7,,
中国家庭料理 楊 2号店,,https://www.google.com/maps/place/%E4%B8%AD%E5%9B%BD%E5%AE%B6%E5%BA%AD%E6%96%99%E7%90%86+%E6%A5%8A+2%E5%8F%B7%E5%BA%97/data=!4m2!3m1!1s0x60188d5c132a97d3:0xe0d68bdc8561d7b5,,
NOT CURRY 岐阜店,,https://www.google.com/maps/place/NOT+CURRY+%E5%B2%90%E9%98%9C%E5%BA%97/data=!4m2!3m1!1s0x6003aeecd55da571:0xb6f0ac94d2089190,,
トラピスト大修道院,ソフトクリーム界で一位,https://www.google.com/maps/place/%E3%83%88%E3%83%A9%E3%83%94%E3%82%B9%E3%83%88%E5%A4%A7%E4%BF%AE%E9%81%93%E9%99%A2/data=!4m2!3m1!1s0x5f9eed2d53cb0ab9:0x2ad3cb4aeaead7a,,
Café＆Meal_MUJI渋谷西武,無印の大きいテナントの中にある無印のカフェ。無印の食べ物が出てくるので普通に美味しいしコスパも割と良い。店内も広くて料理も何種類の中から選べるので普通にいい。,https://www.google.com/maps/place/Caf%C3%A9%EF%BC%86Meal_MUJI%E6%B8%8B%E8%B0%B7%E8%A5%BF%E6%AD%A6/data=!4m2!3m1!1s0x60188ca85c2cf915:0xa4492b0faba8fe5,,
よろずキッチン たゆたう,隠れ家感あってアットホーム。鮭とクリームチーズとたくあんの燻製がうまい,https://www.google.com/maps/place/%E3%82%88%E3%82%8D%E3%81%9A%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3+%E3%81%9F%E3%82%86%E3%81%9F%E3%81%86/data=!4m2!3m1!1s0x5f0b2985aecb384d:0x41bdbfe8f306f63e,,
shokudo 臣,徳井さんおすすめの宮崎居酒屋,https://www.google.com/maps/place/shokudo+%E8%87%A3/data=!4m2!3m1!1s0x60188b02f21bc525:0xd230cdd6eca5f588,,
カフェノイモンド 本店,あすか蛾おすすめしてた,https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7%E3%83%8E%E3%82%A4%E3%83%A2%E3%83%B3%E3%83%89+%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x5f0b298478a0f749:0x591580273069aeb2,,
白樺山荘 真駒内本店,,https://www.google.com/maps/place/%E7%99%BD%E6%A8%BA%E5%B1%B1%E8%8D%98+%E7%9C%9F%E9%A7%92%E5%86%85%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x5f0ad5142bf0e38f:0x37461dad25bcbe16,,
スマイルタイランド 浅草橋店,エビとアボカドのグリーンカレーが美味しかった．浅草橋に行く用事があれば行くと良さそう．by Santa,https://www.google.com/maps/place/%E3%82%B9%E3%83%9E%E3%82%A4%E3%83%AB%E3%82%BF%E3%82%A4%E3%83%A9%E3%83%B3%E3%83%89+%E6%B5%85%E8%8D%89%E6%A9%8B%E5%BA%97/data=!4m2!3m1!1s0x60188eb21ed867ad:0xa0c7ce9906eec7c0,,
アランジャルシ,,https://www.google.com/maps/place/%E3%82%A2%E3%83%A9%E3%83%B3%E3%82%B8%E3%83%A3%E3%83%AB%E3%82%B7/data=!4m2!3m1!1s0x60188c23dbf21bb9:0x36f2df3f27932b46,,
カリカル 新橋本店,はなかさんのご褒美らしい。,https://www.google.com/maps/place/%E3%82%AB%E3%83%AA%E3%82%AB%E3%83%AB+%E6%96%B0%E6%A9%8B%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188bc462cb9303:0xcfd6aa8bc4ae36e7,,
天ぷら 中山,黒天丼うまし．孤独のグルメでも取り上げられてた．by Santa,https://www.google.com/maps/place/%E5%A4%A9%E3%81%B7%E3%82%89+%E4%B8%AD%E5%B1%B1/data=!4m2!3m1!1s0x601889501b176ba7:0xfc112d41fd41729c,,
igu&peace PATRON 町田,,https://www.google.com/maps/place/igu%26peace+PATRON+%E7%94%BA%E7%94%B0/data=!4m2!3m1!1s0x6018feb34972d3bd:0x5736df209b512ef0,,
ちんちく林,良いビーフカレーが食べられる．by Santa,https://www.google.com/maps/place/%E3%81%A1%E3%82%93%E3%81%A1%E3%81%8F%E6%9E%97/data=!4m2!3m1!1s0x601851138197d5e5:0xc72c04fdb1ee111e,,
みんみん,あさりチャーハンと餃子とビール！ってはづさんが言ってた,https://www.google.com/maps/place/%E3%81%BF%E3%82%93%E3%81%BF%E3%82%93/data=!4m2!3m1!1s0x6018ee47e61dc9ff:0x59f9f3f2c4e45f2f,,
チャーリー (Charlie),,https://www.google.com/maps/place/%E3%83%81%E3%83%A3%E3%83%BC%E3%83%AA%E3%83%BC+(Charlie)/data=!4m2!3m1!1s0x5f0b2bce89783445:0xfe548f6c89c97811,,
吞ん処 二◯九,コスパよし！たまごの天ぷらと大根の天ぷらが美味しい．リュウジさんおすすめの店．,https://www.google.com/maps/place/%E5%90%9E%E3%82%93%E5%87%A6+%E4%BA%8C%E2%97%AF%E4%B9%9D/data=!4m2!3m1!1s0x60188ca9d82da84f:0xb4176a54fe597812,,
飯場/酒場 ニクノカタマリ,,https://www.google.com/maps/place/%E9%A3%AF%E5%A0%B4%2F%E9%85%92%E5%A0%B4+%E3%83%8B%E3%82%AF%E3%83%8E%E3%82%AB%E3%82%BF%E3%83%9E%E3%83%AA/data=!4m2!3m1!1s0x6018f5eb9d1c2877:0x5de72f0468d1d17,,
オッソ ブラジル,鳥の丸焼きが食えてとても美味い,https://www.google.com/maps/place/%E3%82%AA%E3%83%83%E3%82%BD+%E3%83%96%E3%83%A9%E3%82%B8%E3%83%AB/data=!4m2!3m1!1s0x600370cb5194ac71:0xda9b7f21e272bbe5,,
ラーメン二郎 目黒店,二郎の中でも特に美味しい．by Santa,https://www.google.com/maps/place/%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3%E4%BA%8C%E9%83%8E+%E7%9B%AE%E9%BB%92%E5%BA%97/data=!4m2!3m1!1s0x60188b2350089adb:0xa370d79467b34dd,,
ROGA,,https://www.google.com/maps/place/ROGA/data=!4m2!3m1!1s0x5f0b290af93effff:0x72cf75418ac98f80,,
もつ鍋 田しゅう 福岡大名本店,かっちゃんオススメのモツ鍋屋,https://www.google.com/maps/place/%E3%82%82%E3%81%A4%E9%8D%8B+%E7%94%B0%E3%81%97%E3%82%85%E3%81%86+%E7%A6%8F%E5%B2%A1%E5%A4%A7%E5%90%8D%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x35419186bd7f5a6b:0x96b89b0982a65fa3,,
カフェ ラ・ボエム 麻布十番,あきほさんおすすめの店．by Santa,https://www.google.com/maps/place/%E3%82%AB%E3%83%95%E3%82%A7+%E3%83%A9%E3%83%BB%E3%83%9C%E3%82%A8%E3%83%A0+%E9%BA%BB%E5%B8%83%E5%8D%81%E7%95%AA/data=!4m2!3m1!1s0x60188b9f62c0b83d:0xd362076f7d72f70d,,
ハンディクラフトワークス,シュラスコが乗った油そばが美味い,https://www.google.com/maps/place/%E3%83%8F%E3%83%B3%E3%83%87%E3%82%A3%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88%E3%83%AF%E3%83%BC%E3%82%AF%E3%82%B9/data=!4m2!3m1!1s0x60189aa0cf6f884d:0xd5313ad19cff54a3,,
宮越屋珈琲 high grown cafe,えげつない眺めいい、結構夜遅くまでやってるので神ドライブスポット,https://www.google.com/maps/place/%E5%AE%AE%E8%B6%8A%E5%B1%8B%E7%8F%88%E7%90%B2+high+grown+cafe/data=!4m2!3m1!1s0x5f0ad5f8cb059459:0x21bdf3d40dc134c0,,
カレー食堂 心 札幌本店,北大生おすすめ。量多め。ブラタモリ。野菜17種カレーとマンゴーラッシー,https://www.google.com/maps/place/%E3%82%AB%E3%83%AC%E3%83%BC%E9%A3%9F%E5%A0%82+%E5%BF%83+%E6%9C%AD%E5%B9%8C%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x5f0b29053a2f991d:0x63c5a4ae32360839,,
アンジェリック・ヴォヤージュ,暫定で世界で一番美味いクレープ。生クリームが軽くてとても良い！,https://www.google.com/maps/place/%E3%82%A2%E3%83%B3%E3%82%B8%E3%82%A7%E3%83%AA%E3%83%83%E3%82%AF%E3%83%BB%E3%83%B4%E3%82%A9%E3%83%A4%E3%83%BC%E3%82%B8%E3%83%A5/data=!4m2!3m1!1s0x5f9ef3aee42a0a53:0x9801c2d600842006,,
"雨は、やさしくNO,2","札幌ローカルの有名店雨はのアクセスが良い方
煮干し系","https://www.google.com/maps/place/%E9%9B%A8%E3%81%AF%E3%80%81%E3%82%84%E3%81%95%E3%81%97%E3%81%8FNO,2/data=!4m2!3m1!1s0x5f0b2972a5acffff:0x6b0d9f29b9107b2a",,
四川料理 龍の子,麻婆豆腐が超美味しい原宿中華,https://www.google.com/maps/place/%E5%9B%9B%E5%B7%9D%E6%96%99%E7%90%86+%E9%BE%8D%E3%81%AE%E5%AD%90/data=!4m2!3m1!1s0x60188ca35f9bbe9d:0xa613c561c3592de5,,
ターバンカレー 本店,トッピングが色々選べて良い．by Santa,https://www.google.com/maps/place/%E3%82%BF%E3%83%BC%E3%83%90%E3%83%B3%E3%82%AB%E3%83%AC%E3%83%BC+%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x5ff8338041ca61c3:0x12c786a580e603c4,,
タインチュ（泰人）,,https://www.google.com/maps/place/%E3%82%BF%E3%82%A4%E3%83%B3%E3%83%81%E3%83%A5%EF%BC%88%E6%B3%B0%E4%BA%BA%EF%BC%89/data=!4m2!3m1!1s0x3544974905529fcb:0x175b030744a79c3d,,
トリコローレ,旨いイタリアン,https://www.google.com/maps/place/%E3%83%88%E3%83%AA%E3%82%B3%E3%83%AD%E3%83%BC%E3%83%AC/data=!4m2!3m1!1s0x6003b15a5bb17b29:0x2e18301c9e940fad,,
大漁,近くの大山祇神社を参拝した後に行きたいお店。海鮮丼がとにかく美味しい。人気なので覚悟して行こう。,https://www.google.com/maps/place/%E5%A4%A7%E6%BC%81/data=!4m2!3m1!1s0x355045e8e667b857:0xc40c505b083ad6e7,,
手打ちうどん 朝日屋,"中華そばとカツ丼がうまい
やすい",https://www.google.com/maps/place/%E6%89%8B%E6%89%93%E3%81%A1%E3%81%86%E3%81%A9%E3%82%93+%E6%9C%9D%E6%97%A5%E5%B1%8B/data=!4m2!3m1!1s0x6003b16ff91cf06d:0x6acad680b938e848,,
とんかつ 寿々木,東京駅内でとんかつ食いたくなったらここ、矢場とんは名古屋の店舗にいけ。,https://www.google.com/maps/place/%E3%81%A8%E3%82%93%E3%81%8B%E3%81%A4+%E5%AF%BF%E3%80%85%E6%9C%A8/data=!4m2!3m1!1s0x60188bf95f25e619:0xbe25b35c731b524e,,
菱田屋,,https://www.google.com/maps/place/%E8%8F%B1%E7%94%B0%E5%B1%8B/data=!4m2!3m1!1s0x6018f356a6fc864d:0xaf92917feb9bdfd6,,
大阪 かつ丼 ちよ松道頓堀本店( 大盛り ・ デカ盛り ) 難波,,https://www.google.com/maps/place/%E5%A4%A7%E9%98%AA+%E3%81%8B%E3%81%A4%E4%B8%BC+%E3%81%A1%E3%82%88%E6%9D%BE%E9%81%93%E9%A0%93%E5%A0%80%E6%9C%AC%E5%BA%97(+%E5%A4%A7%E7%9B%9B%E3%82%8A+%E3%83%BB+%E3%83%87%E3%82%AB%E7%9B%9B%E3%82%8A+)+%E9%9B%A3%E6%B3%A2/data=!4m2!3m1!1s0x6000e73f41abf7b1:0x4d411e1dd6a99638,,
岐阜タンメン 大垣店,めちゃくちゃ旨い、感動する。,https://www.google.com/maps/place/%E5%B2%90%E9%98%9C%E3%82%BF%E3%83%B3%E3%83%A1%E3%83%B3+%E5%A4%A7%E5%9E%A3%E5%BA%97/data=!4m2!3m1!1s0x6003b1a4da7eb3ed:0xd310bfaff326f0a9,,
青山シャンウェイ 本店,,https://www.google.com/maps/place/%E9%9D%92%E5%B1%B1%E3%82%B7%E3%83%A3%E3%83%B3%E3%82%A6%E3%82%A7%E3%82%A4+%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188c98e94b967b:0xe2932f4c0ef99c9,,
中華そば カリフォルニア,,https://www.google.com/maps/place/%E4%B8%AD%E8%8F%AF%E3%81%9D%E3%81%B0+%E3%82%AB%E3%83%AA%E3%83%95%E3%82%A9%E3%83%AB%E3%83%8B%E3%82%A2/data=!4m2!3m1!1s0x5f0b2b53a6d72b9f:0x13b986253766354,,
サンクレスト,喫煙可,https://www.google.com/maps/place/%E3%82%B5%E3%83%B3%E3%82%AF%E3%83%AC%E3%82%B9%E3%83%88/data=!4m2!3m1!1s0x60188c2f4df6aaab:0xb60bc4c27b09bda6,,
酒羅場,値段もリーズナブルでめちゃくちゃ美味しい。ポテトサラダが美味しい。その他料理もハズレがなく完璧。平日でも人気なので予約は必要そう。,https://www.google.com/maps/place/%E9%85%92%E7%BE%85%E5%A0%B4/data=!4m2!3m1!1s0x6018f5ff0a665dc3:0x52e250d6befd9816,,
航 北鎌倉,,https://www.google.com/maps/place/%E8%88%AA+%E5%8C%97%E9%8E%8C%E5%80%89/data=!4m2!3m1!1s0x601845762f2dc903:0xce883858c0258ae0,,
FAbULOUS,なんでもうまいしおしゃれだが、「とりあえずおしゃれカフェはここ」感が強すぎるためにいろんな人種がいる。混雑率高い。,https://www.google.com/maps/place/FAbULOUS/data=!4m2!3m1!1s0x5f0b29780bedaf87:0xc5ec4105eec2f8f7,,
ワンカルビ 千代田店,高校時代青春の焼肉食べ放題．関西を中心としたチェーン店だが，とてもQOLが高まる食べ放題．,https://www.google.com/maps/place/%E3%83%AF%E3%83%B3%E3%82%AB%E3%83%AB%E3%83%93+%E5%8D%83%E4%BB%A3%E7%94%B0%E5%BA%97/data=!4m2!3m1!1s0x6000d67daddf2d97:0xc32cf78e39a4f5ec,,
おらい食堂,定食美味しい,https://www.google.com/maps/place/%E3%81%8A%E3%82%89%E3%81%84%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x60188b49aa6e8079:0x33e5e95b16ad2682,,
布袋 赤れんがテラス店,高校の時めっちゃ行った,https://www.google.com/maps/place/%E5%B8%83%E8%A2%8B+%E8%B5%A4%E3%82%8C%E3%82%93%E3%81%8C%E3%83%86%E3%83%A9%E3%82%B9%E5%BA%97/data=!4m2!3m1!1s0x5f0b299ddfdc2d31:0xeca669d1d12d4ca9,,
グラフィカリー中目黒,,https://www.google.com/maps/place/%E3%82%B0%E3%83%A9%E3%83%95%E3%82%A3%E3%82%AB%E3%83%AA%E3%83%BC%E4%B8%AD%E7%9B%AE%E9%BB%92/data=!4m2!3m1!1s0x60188be35eb27d21:0x7c210927db97ee7e,,
まんぼう,立ち食いの寿司屋。はしごしてブラブラお酒を飲むときにおすすめ。目の前で板前さんがお寿司を握ってくれるのは胸アツ。by Keisuke,https://www.google.com/maps/place/%E3%81%BE%E3%82%93%E3%81%BC%E3%81%86/data=!4m2!3m1!1s0x60185c5ffce66155:0x1d970abd829f89a0,,
桜珈琲 富田林店,パンサラダモーニングが美味い．富田林にしてはおしゃれすぎる．by Santa,https://www.google.com/maps/place/%E6%A1%9C%E7%8F%88%E7%90%B2+%E5%AF%8C%E7%94%B0%E6%9E%97%E5%BA%97/data=!4m2!3m1!1s0x6000d7b1d38f4bc7:0xfc934f587d802ebe,,
さわやか 函南店,御殿場と長泉よりは空いてる。安定のげんこつハンバーグ。,https://www.google.com/maps/place/%E3%81%95%E3%82%8F%E3%82%84%E3%81%8B+%E5%87%BD%E5%8D%97%E5%BA%97/data=!4m2!3m1!1s0x60199130f82eade1:0xa635d6d36f50e910,,
RODEO & CAFE,おしゃれだけど夜はめっちゃ高い。一万くらい行く,https://www.google.com/maps/place/RODEO+%26+CAFE/data=!4m2!3m1!1s0x60188dcfea2a4bab:0xb9338b4bd1d9df5a,,
ヒロキ 下北沢店,"孤独のグルメに採用されていた店
めちゃうまい",https://www.google.com/maps/place/%E3%83%92%E3%83%AD%E3%82%AD+%E4%B8%8B%E5%8C%97%E6%B2%A2%E5%BA%97/data=!4m2!3m1!1s0x6018f3697ea6aaab:0x3a0199a6b4940d1c,,
opaque,入りにくいイカツイシーシャ屋,https://www.google.com/maps/place/opaque/data=!4m2!3m1!1s0x60188ba87bcbcc1d:0x2287f4820d985c5c,,
俺のフレンチ YOKOHAMA,リーズナブルにフレンチが食べられる．by Santa,https://www.google.com/maps/place/%E4%BF%BA%E3%81%AE%E3%83%95%E3%83%AC%E3%83%B3%E3%83%81+YOKOHAMA/data=!4m2!3m1!1s0x60185c0c49db43eb:0x623ba679e97ffa6b,,
