メシウマスポット

タイトル,メモ,URL,タグ,コメント
挽肉と米,"健康的にうまそう．めちゃくちゃ混んでる．by Santa
8時に並べば確実に整理券取れる by Simon",https://www.google.com/maps/place/%E6%8C%BD%E8%82%89%E3%81%A8%E7%B1%B3/data=!4m2!3m1!1s0x6018ef1dccdcd9a9:0x26e4aeab41bba61f,,
キッチン チェック,,https://www.google.com/maps/place/%E3%82%AD%E3%83%83%E3%83%81%E3%83%B3+%E3%83%81%E3%82%A7%E3%83%83%E3%82%AF/data=!4m2!3m1!1s0x60188d5e7b6033b5:0x16ea8cd6c4af2b89,,
Burger Shop HOTBOX,すごいおいしいたぶん世界一のハンバーガー(暫定),https://www.google.com/maps/place/Burger+Shop+HOTBOX/data=!4m2!3m1!1s0x5f9ef39fdaa4f51f:0x5026f151771fe81,,
とんなら本店,サムギョプサルが美味しい、、、,https://www.google.com/maps/place/%E3%81%A8%E3%82%93%E3%81%AA%E3%82%89%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188d266634a899:0x4452380af1aafa9,,
ル・ブルジョン,ジェラートがめちゃくちゃうまい,https://www.google.com/maps/place/%E3%83%AB%E3%83%BB%E3%83%96%E3%83%AB%E3%82%B8%E3%83%A7%E3%83%B3/data=!4m2!3m1!1s0x5f9b01eeb5b3db69:0xee8537280cf47eeb,,
ひろめ市場,めちゃくちゃ安いわけでは無いけど雰囲気が良い。普通に観光地だけど美味しい。高知に来たら行くべき,https://www.google.com/maps/place/%E3%81%B2%E3%82%8D%E3%82%81%E5%B8%82%E5%A0%B4/data=!4m2!3m1!1s0x354e193a0de80fd7:0x999d11b41bad0bdd,,
どんたく堂山店,とん平焼きが美味しい,https://www.google.com/maps/place/%E3%81%A9%E3%82%93%E3%81%9F%E3%81%8F%E5%A0%82%E5%B1%B1%E5%BA%97/data=!4m2!3m1!1s0x6000e694ecac5a8d:0xc06d59333a611bd2,,
シンキロー,モンゴル料理を楽しめる,https://www.google.com/maps/place/%E3%82%B7%E3%83%B3%E3%82%AD%E3%83%AD%E3%83%BC/data=!4m2!3m1!1s0x600370daaf60ffb3:0xacc76d641dd04e10,,
はるはら,美味いカレー,https://www.google.com/maps/place/%E3%81%AF%E3%82%8B%E3%81%AF%E3%82%89/data=!4m2!3m1!1s0x6003b1d752253c25:0x9e3c9f79f26fa7da,,
一番,まずいラーメンを食べたかったらここ(2015年時点),https://www.google.com/maps/place/%E4%B8%80%E7%95%AA/data=!4m2!3m1!1s0x6018fa42499db733:0x77edddd154d16509,,
食堂かど。,"メニューは少し少ないがその分一つ一つのクオリティが高くおそらく何を頼んでも失敗することはない良い店。店内の雰囲気も良くいい感じの女の子と来たらいい感じになれそう。席数は少ないので予約は必須かと。

ランチも美味しいし、弁当もあるみたい。",https://www.google.com/maps/place/%E9%A3%9F%E5%A0%82%E3%81%8B%E3%81%A9%E3%80%82/data=!4m2!3m1!1s0x6018f5cae2929797:0xbebe5744b16c442c,,
三百楽,"2件目に特化した中華料理
全部300円",https://www.google.com/maps/place/%E4%B8%89%E7%99%BE%E6%A5%BD/data=!4m2!3m1!1s0x60184fca9147ebed:0x112c5527942b07e4,,
蛸長(たこちょう),,https://www.google.com/maps/place/%E8%9B%B8%E9%95%B7(%E3%81%9F%E3%81%93%E3%81%A1%E3%82%87%E3%81%86)/data=!4m2!3m1!1s0x600108c07ad7b815:0x17bbcfbf99701718,,
ミアボッカ札幌駅北口店,,https://www.google.com/maps/place/%E3%83%9F%E3%82%A2%E3%83%9C%E3%83%83%E3%82%AB%E6%9C%AD%E5%B9%8C%E9%A7%85%E5%8C%97%E5%8F%A3%E5%BA%97/data=!4m2!3m1!1s0x5f0b290aec83f38b:0x3e27a0681b818eba,,
Knot,徳井さんが大好きなYCAM近くのカレー屋,https://www.google.com/maps/place/Knot/data=!4m2!3m1!1s0x354497cff8e02805:0xecbcc884e9b54e48,,
スパイスカレー食堂 五反田店,,https://www.google.com/maps/place/%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9%E3%82%AB%E3%83%AC%E3%83%BC%E9%A3%9F%E5%A0%82+%E4%BA%94%E5%8F%8D%E7%94%B0%E5%BA%97/data=!4m2!3m1!1s0x60188b9ea01c80ef:0xdddab6a500963993,,
おにやんま 五反田本店,言わずもがな美味くて安いうどん,https://www.google.com/maps/place/%E3%81%8A%E3%81%AB%E3%82%84%E3%82%93%E3%81%BE+%E4%BA%94%E5%8F%8D%E7%94%B0%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x60188afafdbd1e1d:0xa051bd9d6bc72ef7,,
GARLIC JO’S 元町店,ニンニクがハンパない見せ,https://www.google.com/maps/place/GARLIC+JO%E2%80%99S+%E5%85%83%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x60185ce14db7b38f:0x780158024810fe5,,
味の羊ヶ丘,,https://www.google.com/maps/place/%E5%91%B3%E3%81%AE%E7%BE%8A%E3%83%B6%E4%B8%98/data=!4m2!3m1!1s0x5f0b294a5c1c8493:0x34222c8333f79c8f,,
淡路島カレーLC大垣店,うまいキッチンカー,https://www.google.com/maps/place/%E6%B7%A1%E8%B7%AF%E5%B3%B6%E3%82%AB%E3%83%AC%E3%83%BCLC%E5%A4%A7%E5%9E%A3%E5%BA%97/data=!4m2!3m1!1s0x6003b16267c76a05:0xd50c108ad666fa39,,
うに専門店世壱屋 小樽運河店,うには高いけど普通の海鮮丼が超コスパ高くてうまい,https://www.google.com/maps/place/%E3%81%86%E3%81%AB%E5%B0%82%E9%96%80%E5%BA%97%E4%B8%96%E5%A3%B1%E5%B1%8B+%E5%B0%8F%E6%A8%BD%E9%81%8B%E6%B2%B3%E5%BA%97/data=!4m2!3m1!1s0x5f0ae169bc0b2c33:0xcb95c8e2e8eae21,,
日本橋 天ぷらめし 金子半之助 アークヒルズ店,高梨くんが元カノと行って美味しかったらしい，ついでにその時の元カノの横顔が可愛かったらしい．,https://www.google.com/maps/place/%E6%97%A5%E6%9C%AC%E6%A9%8B+%E5%A4%A9%E3%81%B7%E3%82%89%E3%82%81%E3%81%97+%E9%87%91%E5%AD%90%E5%8D%8A%E4%B9%8B%E5%8A%A9+%E3%82%A2%E3%83%BC%E3%82%AF%E3%83%92%E3%83%AB%E3%82%BA%E5%BA%97/data=!4m2!3m1!1s0x60188b852435e76d:0xe77330b028fe75cb,,
GUSUKU（グスク）,ジーマーミ豆腐が絶品,https://www.google.com/maps/place/GUSUKU%EF%BC%88%E3%82%B0%E3%82%B9%E3%82%AF%EF%BC%89/data=!4m2!3m1!1s0x34e5004a6d008047:0x416154d0a4357051,,
生ジェラート家 モーリー,ジェラートが旨い,https://www.google.com/maps/place/%E7%94%9F%E3%82%B8%E3%82%A7%E3%83%A9%E3%83%BC%E3%83%88%E5%AE%B6+%E3%83%A2%E3%83%BC%E3%83%AA%E3%83%BC/data=!4m2!3m1!1s0x6003b1a0f5e0dde3:0x55afdeb0a280049b,,
ホンカトリー カレーアンドスパイス,日替わり。スパイス・ナンプラー・青唐辛子な感じが旨。寡黙なおっちゃんとカウンター。湯島来たらとりあえず行こう,https://www.google.com/maps/place/%E3%83%9B%E3%83%B3%E3%82%AB%E3%83%88%E3%83%AA%E3%83%BC+%E3%82%AB%E3%83%AC%E3%83%BC%E3%82%A2%E3%83%B3%E3%83%89%E3%82%B9%E3%83%91%E3%82%A4%E3%82%B9/data=!4m2!3m1!1s0x60188c227f0c0001:0x1d5125bf5a5da063,,
おかはん,玉学来たらとりあえずおかはん行けば間違いないです,https://www.google.com/maps/place/%E3%81%8A%E3%81%8B%E3%81%AF%E3%82%93/data=!4m2!3m1!1s0x6018f9595bbe7471:0x8e084ff65698a60d,,
一閑人 鎌倉店,サラダがうまいラーメン屋,https://www.google.com/maps/place/%E4%B8%80%E9%96%91%E4%BA%BA+%E9%8E%8C%E5%80%89%E5%BA%97/data=!4m2!3m1!1s0x601845e9ab73b0e1:0x4769053115fec745,,
鎌倉 univibe,雰囲気が良い,https://www.google.com/maps/place/%E9%8E%8C%E5%80%89+univibe/data=!4m2!3m1!1s0x601845c27c79a9b5:0x7a4e9cbda927427b,,
スタンドかげん,トラックメイカーimaiおすすめの定食屋．日替わり定食うまそう．by Santa,https://www.google.com/maps/place/%E3%82%B9%E3%82%BF%E3%83%B3%E3%83%89%E3%81%8B%E3%81%92%E3%82%93/data=!4m2!3m1!1s0x6018f4b041dfe9e5:0x1d3bb4a7fdffa4a,,
麦とろ まる信食堂,"Jun Nishidaおすすめの店。つくばで海の幸。
by さんた",https://www.google.com/maps/place/%E9%BA%A6%E3%81%A8%E3%82%8D+%E3%81%BE%E3%82%8B%E4%BF%A1%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x602272cda36ae0e9:0x7b5a0482b32aaddd,,
cafe chobicha,"うまい
かわいい",https://www.google.com/maps/place/cafe+chobicha/data=!4m2!3m1!1s0x5f0ae05734403b8d:0x458ed8fa2f6e559e,,
中国料理 東北家,安くてうまい．酢豚とチンジャオロース，椎茸がうまい．by Santa,https://www.google.com/maps/place/%E4%B8%AD%E5%9B%BD%E6%96%99%E7%90%86+%E6%9D%B1%E5%8C%97%E5%AE%B6/data=!4m2!3m1!1s0x600108e8e0a5cc83:0x6a13c0f843d966cb,,
白魂,愛媛で美味しい中華。まじで1番美味しい。(愛媛で),https://www.google.com/maps/place/%E7%99%BD%E9%AD%82/data=!4m2!3m1!1s0x354fe5edd72ba7fd:0xeb0ecdfb5d73e04c,,
パン工房ＡＯＫＩ,朝まで眠れなかったらここまでパンを買いに行こう．by Santa,https://www.google.com/maps/place/%E3%83%91%E3%83%B3%E5%B7%A5%E6%88%BF%EF%BC%A1%EF%BC%AF%EF%BC%AB%EF%BC%A9/data=!4m2!3m1!1s0x601851690ad6b2ed:0xf76a2802b4d81a01,,
ヴェヌス サウスインディアンダイニング 御徒町店,南インド料理。少し辛め。ただ米が日本米,https://www.google.com/maps/place/%E3%83%B4%E3%82%A7%E3%83%8C%E3%82%B9+%E3%82%B5%E3%82%A6%E3%82%B9%E3%82%A4%E3%83%B3%E3%83%87%E3%82%A3%E3%82%A2%E3%83%B3%E3%83%80%E3%82%A4%E3%83%8B%E3%83%B3%E3%82%B0+%E5%BE%A1%E5%BE%92%E7%94%BA%E5%BA%97/data=!4m2!3m1!1s0x60188ea171737de5:0x173b5f9d735c25be,,
けやき,札幌から帰るときはだいたいここでラーメン食べてる。野菜が多くて健康な気がする。santa,https://www.google.com/maps/place/%E3%81%91%E3%82%84%E3%81%8D/data=!4m2!3m1!1s0x5f75206a6818b43d:0x33e637a0bb484c69,,
ベイ,,https://www.google.com/maps/place/%E3%83%99%E3%82%A4/data=!4m2!3m1!1s0x6000f3c96aa38d09:0x426da32efe5378f7,,
江ノ島小屋,"朝10時まで提供の朝メニュー、金目の煮付け汁で食べる卵かけごはんが最高に美味しい。朝10時頃で運が良ければ朝とれたての生しらすを食べることができる。江ノ島本島で食べる生しらすよりも格段に鮮度が高く苦味が一切ない。by Keisuke

追記2023/03/13
本当に金目鯛の卵かけご飯が美味しい。開店10分前に行くと一番だったが、そのあと10分以内にほぼ満席場内になったので早め早めに行くのが良い",https://www.google.com/maps/place/%E6%B1%9F%E3%83%8E%E5%B3%B6%E5%B0%8F%E5%B1%8B/data=!4m2!3m1!1s0x60184efc80e055bf:0xcb660167a9e042d,,
らぁめん鴇,スープがうまいラーメン屋,https://www.google.com/maps/place/%E3%82%89%E3%81%81%E3%82%81%E3%82%93%E9%B4%87/data=!4m2!3m1!1s0x60184e31705cd3bf:0x98b795be126a2415,,
551蓬莱 パンチャン店,夜は高いけどランチセットもあって美味い．by Santa,https://www.google.com/maps/place/551%E8%93%AC%E8%8E%B1+%E3%83%91%E3%83%B3%E3%83%81%E3%83%A3%E3%83%B3%E5%BA%97/data=!4m2!3m1!1s0x6000e76d4440fc33:0xafd0422a4af02da6,,
魚草,アメ横で海鮮を食べるなら絶対にここ。珍味のバリエーションも多い。日本酒を頼んで昼飲みを楽しみましょう。by Keisuke,https://www.google.com/maps/place/%E9%AD%9A%E8%8D%89/data=!4m2!3m1!1s0x60188e9787ae44bf:0x6a2bcc1b051fe96,,
gion,morgenがおすすめしてたからいったらmorgenに会えるかも！ ソーダフロートが美味しそう。,https://www.google.com/maps/place/gion/data=!4m2!3m1!1s0x6018f276f8dfe9b7:0x188369f3d2d81abf,,
せちごぉて屋,,https://www.google.com/maps/place/%E3%81%9B%E3%81%A1%E3%81%94%E3%81%89%E3%81%A6%E5%B1%8B/data=!4m2!3m1!1s0x600769ec74dfc999:0xc6a22b377679e4bf,,
Seahorse House,俺んち,https://www.google.com/maps/place/Seahorse+House/data=!4m2!3m1!1s0x353ddbd2dbb88fc9:0xc9b38a0a03adfa5a,,
立呑み晩杯屋 新宿思い出横丁,安定の晩杯屋。安くてうまい。,https://www.google.com/maps/place/%E7%AB%8B%E5%91%91%E3%81%BF%E6%99%A9%E6%9D%AF%E5%B1%8B+%E6%96%B0%E5%AE%BF%E6%80%9D%E3%81%84%E5%87%BA%E6%A8%AA%E4%B8%81/data=!4m2!3m1!1s0x60188d6a4a373825:0x67d1956f9539b931,,
レストランプチパピヨン,リーズナブルにフレンチが食べられる店 by Santa,https://www.google.com/maps/place/%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3%E3%83%97%E3%83%81%E3%83%91%E3%83%94%E3%83%A8%E3%83%B3/data=!4m2!3m1!1s0x6018516af8a2c911:0x8803b9a103f38aa9,,
徳島ラーメン 麺王 徳島駅前本店,駅近くで美味しい徳島ラーメンはここ。とにかく安くてクセがなく美味しい。ラーメンの味だけで言うと堂の浦が圧倒的上だが、徳島ラーメンがどうしても食べたいのならここかな、、老舗とか有名店もほかにあるが、正直差がわからない。,https://www.google.com/maps/place/%E5%BE%B3%E5%B3%B6%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E9%BA%BA%E7%8E%8B+%E5%BE%B3%E5%B3%B6%E9%A7%85%E5%89%8D%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x35536d6048e1be67:0xae3a80c89b94082,,
夢を語れ岐阜,夢を語れる場所,https://www.google.com/maps/place/%E5%A4%A2%E3%82%92%E8%AA%9E%E3%82%8C%E5%B2%90%E9%98%9C/data=!4m2!3m1!1s0x6003a9ec9a04fe57:0x7da0434d8151404e,,
Oishii Curry,オイシイカレー(通称),https://www.google.com/maps/place/Oishii+Curry/data=!4m2!3m1!1s0x6018f35cc943a79d:0x86b37e70f5dae4fa,,
ほったらかし温泉,あげたまがめちゃくちゃうまい，ゆるキャンで5個買うのも頷ける,https://www.google.com/maps/place/%E3%81%BB%E3%81%A3%E3%81%9F%E3%82%89%E3%81%8B%E3%81%97%E6%B8%A9%E6%B3%89/data=!4m2!3m1!1s0x601bff27079c4aa7:0xc62757f0b6ec078d,,
函館 立喰い寿司 函太郎 東京駅一番街店,新幹線に乗る前にさくっと食べるのに良い,https://www.google.com/maps/place/%E5%87%BD%E9%A4%A8+%E7%AB%8B%E5%96%B0%E3%81%84%E5%AF%BF%E5%8F%B8+%E5%87%BD%E5%A4%AA%E9%83%8E+%E6%9D%B1%E4%BA%AC%E9%A7%85%E4%B8%80%E7%95%AA%E8%A1%97%E5%BA%97/data=!4m2!3m1!1s0x60188b2a9356a2d9:0xc4a4cb9f0efeb2b6,,
ひえき,串焼き5本盛り合わせで700円とかで最高だったらしい、あっぷるささきが。,https://www.google.com/maps/place/%E3%81%B2%E3%81%88%E3%81%8D/data=!4m2!3m1!1s0x60188f72a8403abb:0xbdfb571fc343fb5e,,
餃子舎てっけん,,https://www.google.com/maps/place/%E9%A4%83%E5%AD%90%E8%88%8E%E3%81%A6%E3%81%A3%E3%81%91%E3%82%93/data=!4m2!3m1!1s0x35449747df660a35:0x7a572d92b4f22a3d,,
朝市食堂 二番館,安くてうまい。その分量も少ないのでここ以外にもサクッと行けるところがあるとおすすめ,https://www.google.com/maps/place/%E6%9C%9D%E5%B8%82%E9%A3%9F%E5%A0%82+%E4%BA%8C%E7%95%AA%E9%A4%A8/data=!4m2!3m1!1s0x5f9ef3a1fbe78d43:0x1ae8194f86e66021,,
回転寿し トリトン 東京スカイツリータウン・ソラマチ店,寿司のネタがあり得ないぐらいデカい．そして安い美味い．by Santa,https://www.google.com/maps/place/%E5%9B%9E%E8%BB%A2%E5%AF%BF%E3%81%97+%E3%83%88%E3%83%AA%E3%83%88%E3%83%B3+%E6%9D%B1%E4%BA%AC%E3%82%B9%E3%82%AB%E3%82%A4%E3%83%84%E3%83%AA%E3%83%BC%E3%82%BF%E3%82%A6%E3%83%B3%E3%83%BB%E3%82%BD%E3%83%A9%E3%83%9E%E3%83%81%E5%BA%97/data=!4m2!3m1!1s0x60188ed6f17e043b:0x515379c05673c171,,
KUSHIYAKI 我楽多酒場 新宿店,いい感じの居酒屋。タバコが吸える,https://www.google.com/maps/place/KUSHIYAKI+%E6%88%91%E6%A5%BD%E5%A4%9A%E9%85%92%E5%A0%B4+%E6%96%B0%E5%AE%BF%E5%BA%97/data=!4m2!3m1!1s0x60188cd63b53d1bf:0x4f74a488b5629928,,
タイ料理 コンロウ 恵比寿,渋谷にもあるところ．美味い．by Santa,https://www.google.com/maps/place/%E3%82%BF%E3%82%A4%E6%96%99%E7%90%86+%E3%82%B3%E3%83%B3%E3%83%AD%E3%82%A6+%E6%81%B5%E6%AF%94%E5%AF%BF/data=!4m2!3m1!1s0x60188b4a407eb45f:0x6230e157f86e974b,,
Craft Beer Market Kichijoji (Penny Lane),"ビールうまい、pint800円で安め
スパイス・パクチー系の料理が多い",https://www.google.com/maps/place/Craft+Beer+Market+Kichijoji+(Penny+Lane)/data=!4m2!3m1!1s0x6018eff5f6d4ff5f:0x3872ff6c959526dc,,
虹色CURRY食堂,米がパラパラなチャーハン的なやつ。9種の野菜は追加した方するのが勝ち。基本2人〜4人だけど、6人席が一つある,https://www.google.com/maps/place/%E8%99%B9%E8%89%B2CURRY%E9%A3%9F%E5%A0%82/data=!4m2!3m1!1s0x6018f3d915761e8b:0x75389284f0817e66,,
八十の別家,梅酒の種類が多くポテトがうまい，そして大人数であればあるほど安くなるらしい by Santa,https://www.google.com/maps/place/%E5%85%AB%E5%8D%81%E3%81%AE%E5%88%A5%E5%AE%B6/data=!4m2!3m1!1s0x6018516cb55fd1e3:0xa7c5058f2e6eb48d,,
北海道ラーメン おやじ 町田店,河合塾から近い1番美味しいラーメン,https://www.google.com/maps/place/%E5%8C%97%E6%B5%B7%E9%81%93%E3%83%A9%E3%83%BC%E3%83%A1%E3%83%B3+%E3%81%8A%E3%82%84%E3%81%98+%E7%94%BA%E7%94%B0%E5%BA%97/data=!4m2!3m1!1s0x6018f94d46b92995:0x46c008a8dd672734,,
スンガリー新宿三丁目店,ロシア料理、ジョージア料理が食べられる,https://www.google.com/maps/place/%E3%82%B9%E3%83%B3%E3%82%AC%E3%83%AA%E3%83%BC%E6%96%B0%E5%AE%BF%E4%B8%89%E4%B8%81%E7%9B%AE%E5%BA%97/data=!4m2!3m1!1s0x60188cd9f2061b2b:0x39159e900d519755,,
さか枝うどん 本店,,https://www.google.com/maps/place/%E3%81%95%E3%81%8B%E6%9E%9D%E3%81%86%E3%81%A9%E3%82%93+%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x3553eb95a166f50b:0x985964ff0d2aaca8,,
横濱屋,東京タワーから徒歩数分歩くと地下に続く階段がある。メニューは出されずに店員さんとの受け答えを終えるとハヤシライスがやってくる。食後のコーヒーとデザートも付いてくる。それでいて1000円そこらなので、デートで行くと充実する。by Keisuke,https://www.google.com/maps/place/%E6%A8%AA%E6%BF%B1%E5%B1%8B/data=!4m2!3m1!1s0x60188b9796c29b91:0xd02cabdce56531ef,,
トアロードデリカテッセン,サンドイッチが美味い。村上春樹のダンス・ダンス・ダンスでもこのサンドイッチの描写がある。,https://www.google.com/maps/place/%E3%83%88%E3%82%A2%E3%83%AD%E3%83%BC%E3%83%89%E3%83%87%E3%83%AA%E3%82%AB%E3%83%86%E3%83%83%E3%82%BB%E3%83%B3/data=!4m2!3m1!1s0x60008ee322795555:0xf0f740e5472e9dad,,
回転寿司 ぱさーる,夜遅くまでやってて良い。リーズナブルでもある。,https://www.google.com/maps/place/%E5%9B%9E%E8%BB%A2%E5%AF%BF%E5%8F%B8+%E3%81%B1%E3%81%95%E3%83%BC%E3%82%8B/data=!4m2!3m1!1s0x5f0b2983f366a517:0xcf43000b42b9bfb9,,
MOON FACTORY COFFEE,夜の店内の雰囲気がいい。コーヒーの味の差は俺にはまだわからないが雰囲気がとにかくいい。,https://www.google.com/maps/place/MOON+FACTORY+COFFEE/data=!4m2!3m1!1s0x6018f49f2a34f775:0x34cf58174a605f7a,,
一幸,車があるときに行ったほうがいい鰻屋,https://www.google.com/maps/place/%E4%B8%80%E5%B9%B8/data=!4m2!3m1!1s0x6018539b6d48f53d:0x5af5b156005c9c88,,
中華麺食房 三宝亭 東京ラボ中目黒店,麻婆ラーメンはご飯もサービスされて，麻婆をご飯にかけて食べるのがまた美味い．by Santa,https://www.google.com/maps/place/%E4%B8%AD%E8%8F%AF%E9%BA%BA%E9%A3%9F%E6%88%BF+%E4%B8%89%E5%AE%9D%E4%BA%AD+%E6%9D%B1%E4%BA%AC%E3%83%A9%E3%83%9C%E4%B8%AD%E7%9B%AE%E9%BB%92%E5%BA%97/data=!4m2!3m1!1s0x60188b4985b461d9:0xe05cb79bd2ffc09,,
Diego By The River,ハンバーガーが美味い．店もオシャン．,https://www.google.com/maps/place/Diego+By+The+River/data=!4m2!3m1!1s0x60184efda1a8fd0d:0x44167185c268ef73,,
インドネシアレストラン CABE (チャベ) 目黒店,,https://www.google.com/maps/place/%E3%82%A4%E3%83%B3%E3%83%89%E3%83%8D%E3%82%B7%E3%82%A2%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3+CABE+(%E3%83%81%E3%83%A3%E3%83%99)+%E7%9B%AE%E9%BB%92%E5%BA%97/data=!4m2!3m1!1s0x60188b24f50412ef:0x614a219eaa08ffd3,,
"NO MEAT, NO LIFE.1st",松井美緒が記念日に行ってるらしい,"https://www.google.com/maps/place/NO+MEAT,+NO+LIFE.1st/data=!4m2!3m1!1s0x60188cd9b66366a7:0x206b86c094f968ca",,
ナガヤマ レスト,,https://www.google.com/maps/place/%E3%83%8A%E3%82%AC%E3%83%A4%E3%83%9E+%E3%83%AC%E3%82%B9%E3%83%88/data=!4m2!3m1!1s0x5f0b29191fcfda2d:0x325c00a84cb996bf,,
炭焼万能飯所 勘九朗（かんくろう）～本格炭火焼と鴨鍋～,鴨鍋、出汁、つみれがうまい,https://www.google.com/maps/place/%E7%82%AD%E7%84%BC%E4%B8%87%E8%83%BD%E9%A3%AF%E6%89%80+%E5%8B%98%E4%B9%9D%E6%9C%97%EF%BC%88%E3%81%8B%E3%82%93%E3%81%8F%E3%82%8D%E3%81%86%EF%BC%89%EF%BD%9E%E6%9C%AC%E6%A0%BC%E7%82%AD%E7%81%AB%E7%84%BC%E3%81%A8%E9%B4%A8%E9%8D%8B%EF%BD%9E/data=!4m2!3m1!1s0x60188ca90003d403:0x289924860ab3968a,,
やきとり食堂 チキチキ,安くはないが美味い店。店内のテレビには何故かいつ行っても海外のわけわからんドラマが流れている。,https://www.google.com/maps/place/%E3%82%84%E3%81%8D%E3%81%A8%E3%82%8A%E9%A3%9F%E5%A0%82+%E3%83%81%E3%82%AD%E3%83%81%E3%82%AD/data=!4m2!3m1!1s0x601851139845fc8b:0xfa299d0b2cd2a715,,
ソロピッツァナポレターナ ダピッコロ大須本店,安くてとても美味しいナポリピッツァが食べれるらしい,https://www.google.com/maps/place/%E3%82%BD%E3%83%AD%E3%83%94%E3%83%83%E3%83%84%E3%82%A1%E3%83%8A%E3%83%9D%E3%83%AC%E3%82%BF%E3%83%BC%E3%83%8A+%E3%83%80%E3%83%94%E3%83%83%E3%82%B3%E3%83%AD%E5%A4%A7%E9%A0%88%E6%9C%AC%E5%BA%97/data=!4m2!3m1!1s0x6003773355f3f5d9:0x3be4e2b16f5c4f84,,
レストラン バンビ 四谷店,,https://www.google.com/maps/place/%E3%83%AC%E3%82%B9%E3%83%88%E3%83%A9%E3%83%B3+%E3%83%90%E3%83%B3%E3%83%93+%E5%9B%9B%E8%B0%B7%E5%BA%97/data=!4m2!3m1!1s0x60188c8bb5f55e5f:0xb27b3eecbeb18037,,
洋食水色亭,,https://www.google.com/maps/place/%E6%B4%8B%E9%A3%9F%E6%B0%B4%E8%89%B2%E4%BA%AD/data=!4m2!3m1!1s0x6018f5f39dd6b725:0xcc84a1d126237c87,,
ビタースイート (Bitter Sweet),鎌倉野菜のサラダとシラスピザが美味しい。休日は予約した方がいい。,https://www.google.com/maps/place/%E3%83%93%E3%82%BF%E3%83%BC%E3%82%B9%E3%82%A4%E3%83%BC%E3%83%88+(Bitter+Sweet)/data=!4m2!3m1!1s0x601845e9b0559523:0xd4d6a780542b6414,,
イン・アンド・アウト・バーガー,"カルフォルニアの味
とりあえずアニマルスタイルって言っとけ",https://www.google.com/maps/place/%E3%82%A4%E3%83%B3%E3%83%BB%E3%82%A2%E3%83%B3%E3%83%89%E3%83%BB%E3%82%A2%E3%82%A6%E3%83%88%E3%83%BB%E3%83%90%E3%83%BC%E3%82%AC%E3%83%BC/data=!4m2!3m1!1s0x80c2bc847ebd9929:0x84c4fbfd2dbf86e2,,
瀬戸晴れ,"地元民が言う今一番美味いうどん屋
その店の息子が麻薬で捕まってから上手くなったらしい。",https://www.google.com/maps/place/%E7%80%AC%E6%88%B8%E6%99%B4%E3%82%8C/data=!4m2!3m1!1s0x35539572d69ff68b:0x22e79269a252bfa8,,
クラフトマン,,https://www.google.com/maps/place/%E3%82%AF%E3%83%A9%E3%83%95%E3%83%88%E3%83%9E%E3%83%B3/data=!4m2!3m1!1s0x600109b6fbf9c09d:0x5ae84cae99ea919d,,
娘々北浦和店,スタミナラーメン大盛り,https://www.google.com/maps/place/%E5%A8%98%E3%80%85%E5%8C%97%E6%B5%A6%E5%92%8C%E5%BA%97/data=!4m2!3m1!1s0x6018c1cb9f35d2eb:0xba6d055b9feb6ae8,,
ブレッツカフェ クレープリー 表参道店,シードルの専門店が併設していてコースが良い,https://www.google.com/maps/place/%E3%83%96%E3%83%AC%E3%83%83%E3%83%84%E3%82%AB%E3%83%95%E3%82%A7+%E3%82%AF%E3%83%AC%E3%83%BC%E3%83%97%E3%83%AA%E3%83%BC+%E8%A1%A8%E5%8F%82%E9%81%93%E5%BA%97/data=!4m2!3m1!1s0x60188c9f4dc3e34f:0xde2fa8110f1015,,
堂の浦 駅前店,鯛塩ラーメンが美味しい店。素材にこだわっており、店主が鯛を釣りに行っているため定休日などがある。徳島での価格帯は高いが関東の価格帯では安い。徳島ラーメンではないが、是非行くべき。,https://www.google.com/maps/place/%E5%A0%82%E3%81%AE%E6%B5%A6+%E9%A7%85%E5%89%8D%E5%BA%97/data=!4m2!3m1!1s0x355372a7a2de7c63:0x1ac98ea4482df015,,
Shinanoya,,https://www.google.com/maps/place/Shinanoya/data=!4m2!3m1!1s0x6002a0e588b7f735:0x162b0314d07aa1bb,,
蕎麦酒房 膳,ランチも美味いけど，夜の居酒屋メニューも美味しい．by Santa,https://www.google.com/maps/place/%E8%95%8E%E9%BA%A6%E9%85%92%E6%88%BF+%E8%86%B3/data=!4m2!3m1!1s0x5ff7d1fe1ac0843f:0xe9d69c97254c6c2e,,
